# Input,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DiseaseCategories,OmimIDs,PubMedIDs,DirectEvidence
mesh:d002294,Arsenic Trioxide,D000077237,1327-53-3,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,23029451|27794399,therapeutic
mesh:d002294,Asbestos,D001194,1332-21-4,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,22514692,marker/mechanism
mesh:d002294,Azathioprine,D001379,446-86-6,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,17454960|21803983|5471562,marker/mechanism
mesh:d002294,Benzene,D001554,71-43-2,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,12748714,marker/mechanism
mesh:d002294,Benzo(a)pyrene,D001564,50-32-8,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,20419170|21739481|22935520|25908611,marker/mechanism
mesh:d002294,Bortezomib,D000069286,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,15509775|16928686|17172406,therapeutic
mesh:d002294,Calcitriol,D002117,32222-06-3,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,11237771,therapeutic
mesh:d002294,Carboplatin,D016190,41575-94-4,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,11148247|11745287|8901858|9774881,therapeutic
mesh:d002294,Carmustine,D002330,154-93-8,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,12543247,therapeutic
mesh:d002294,Celecoxib,D000068579,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,21739481,therapeutic
mesh:d002294,Chlorambucil,D002699,305-03-3,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,1138180,marker/mechanism
mesh:d002294,chromium hexavalent ion,C074702,18540-29-9,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,19479012,marker/mechanism
mesh:d002294,Cisplatin,D002945,15663-27-1,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,17066447|18337622|19539102|2053780|21273587|21291546|21401805|21440325|2170045|2482985|6189445|7700329|8643967,therapeutic
mesh:d002294,Curcumin,D003474,458-37-7,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,18462866,therapeutic
mesh:d002294,Cyclophosphamide,D003520,50-18-0,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,1138180|6775827|6803878|7074557|8437272,marker/mechanism|therapeutic
mesh:d002294,Cyclosporine,D016572,59865-13-3,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,3915162,marker/mechanism
mesh:d002294,Decitabine,D000077209,2353-33-5,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,19215824,therapeutic
mesh:d002294,Diethylstilbestrol,D004054,56-53-1,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,2040004|3359417|3390844,marker/mechanism
mesh:d002294,Doxorubicin,D004317,23214-92-8,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,11745287|6189445|6775827|7074557,therapeutic
mesh:d002294,epigallocatechin gallate,C045651,989-51-5,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,12205293,therapeutic
mesh:d002294,Erlotinib Hydrochloride,D000069347,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,22948846,therapeutic
mesh:d002294,Fenretinide,D017313,65646-68-6,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,16274795,therapeutic
mesh:d002294,Fluorouracil,D005472,51-21-8,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,11148247|16280240|16757204|17066447|17207318|18591164|18986760|19928967|21291546|7074557|7379025,therapeutic
mesh:d002294,Formaldehyde,D005557,50-00-0,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,10810126|12679049|12857938,marker/mechanism
mesh:d002294,gemcitabine,C056507,103882-84-4,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,9303059,therapeutic
mesh:d002294,geraniol,C007836,624-15-7,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,23499697,therapeutic
mesh:d002294,Glutathione,D005978,70-18-8,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,17015178,therapeutic
mesh:d002294,Indomethacin,D007213,53-86-1,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,12636206|15482327,therapeutic
mesh:d002294,Methotrexate,D008727,59-05-2,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,1450620|6609105,marker/mechanism|therapeutic
mesh:d002294,Methylcholanthrene,D008748,56-49-5,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,12015029|3359417,marker/mechanism
mesh:d002294,Nicotine,D009538,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,18450646,marker/mechanism
mesh:d002294,Paclitaxel,D017239,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,8643967,therapeutic
mesh:d002294,Polyphenols,D059808,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,18336807,therapeutic
mesh:d002294,Quercetin,D011794,117-39-5,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,22044346,therapeutic
mesh:d002294,Resveratrol,D000077185,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,16227395|25061499,therapeutic
mesh:d002294,Sirolimus,D020123,53123-88-9,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,19435901,therapeutic
mesh:d002294,sodium arsenite,C017947,13768-07-5,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,18572023,marker/mechanism
mesh:d002294,Sulfur Dioxide,D013458,7446-09-5,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,22214195,marker/mechanism
mesh:d002294,Tetradecanoylphorbol Acetate,D013755,16561-29-8,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,18922899|20852150,marker/mechanism
mesh:d002294,thymoquinone,C003466,490-91-5,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,31433961,therapeutic
mesh:d002294,Tobacco Smoke Pollution,D014028,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,11212258|18450646|22072123|29059373,marker/mechanism
mesh:d002294,Tretinoin,D014212,302-79-4,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,16051514|16096774,therapeutic
mesh:d002294,Vincristine,D014750,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,2482985|6189445|7074557,therapeutic
mesh:d002294,Vorinostat,D000077337,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,21527555,therapeutic
mesh:d002294,Zinc,D015032,7440-66-6,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,15632379|16543248|22689922,marker/mechanism|therapeutic
mesh:d002312,"6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide",C550547,,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,32017914,therapeutic
mesh:d002312,Amiodarone,D000638,1951-25-3,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,18598099|6682367,therapeutic
mesh:d002312,bisphenol A,C006780,80-05-7,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,25572651,marker/mechanism
mesh:d002312,Copper,D003300,7440-50-8,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,15734878|17339407|18993053|19355887,marker/mechanism|therapeutic
mesh:d002312,Curcumin,D003474,458-37-7,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,34453990,therapeutic
mesh:d002312,Dexamethasone,D003907,50-02-2,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,12632228|15656964|16651362|1735831|7575834|8339005|8397569|8417533|8657520|8660453|8796947|9084709|9097827|9177985|9244681|9527943,marker/mechanism
mesh:d002312,Doxorubicin,D004317,23214-92-8,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,20382121|34015281,marker/mechanism
mesh:d002312,epigallocatechin gallate,C045651,989-51-5,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,22000973,therapeutic
mesh:d002312,Estradiol,D004958,50-28-2,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,19111554,marker/mechanism
mesh:d002312,Ethanol,D000431,64-17-5,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,25549548,marker/mechanism
mesh:d002312,Nifedipine,D009543,21829-25-4,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,6241903|6682029|7191052,therapeutic
mesh:d002312,Oxygen,D010100,7782-44-7,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,20703014,marker/mechanism
mesh:d002312,Phenylephrine,D010656,59-42-7,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,15258898|19111554|19652091|20001863|9527842,marker/mechanism
mesh:d002312,Prednisolone,D011239,50-24-8,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,11773735,marker/mechanism
mesh:d002312,Protein Kinase Inhibitors,D047428,,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,26670611,therapeutic
mesh:d002312,Quercetin,D011794,117-39-5,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,22000973,therapeutic
mesh:d002312,Resveratrol,D000077185,,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,24889822|25394677,therapeutic
mesh:d002312,Rosiglitazone,D000077154,,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,20351560,therapeutic
mesh:d002312,Verapamil,D014700,52-53-9,"Cardiomyopathy, Hypertrophic",MESH:D002312,Cardiovascular disease,,2963452|3713755|4040978|6375537|6538062|6538092|6682367|6684510|7196300|8606894,marker/mechanism|therapeutic
mesh:d002471,2-hydroxyestradiol,C001390,362-05-0,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,10728588,marker/mechanism
mesh:d002471,"3,3',4,5'-tetrahydroxystilbene",C041525,4339-71-3,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,12687016|18995957|20584749|23877152,therapeutic
mesh:d002471,3-aminobenzamide,C025160,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,21543585,marker/mechanism
mesh:d002471,3-deazaneplanocin,C048460,102052-95-9,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,29391238,therapeutic
mesh:d002471,3-nitrobenzanthrone,C117220,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,34036453,marker/mechanism
mesh:d002471,4-hydroxyestradiol,C014036,5976-61-4,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,10728588|18226522|18566989|23685341,marker/mechanism
mesh:d002471,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,C016583,64091-91-4,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,21882252|30259641|34974052,marker/mechanism
mesh:d002471,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,20889678|21726609|22457794|25050996|34610339,marker/mechanism
mesh:d002471,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,11394711|19329757|20584749|8033136,marker/mechanism
mesh:d002471,Acetylcysteine,D000111,616-91-1,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,18226522,therapeutic
mesh:d002471,Aflatoxin B1,D016604,1162-65-8,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,21339737|26084420|28458013,marker/mechanism
mesh:d002471,Arsenic,D001151,7440-38-2,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,21954225|23100159|23743303|23891734|25273566|25586904|26721309|32062438|32344290|32802178|33047385|9380733,marker/mechanism
mesh:d002471,Arsenic Trioxide,D000077237,1327-53-3,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,22521957|25574600|29396848,marker/mechanism
mesh:d002471,arsenite,C015001,15502-74-6,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,12488483|21344382|22011395|22387281|22613180|23643801|24704393|27470698|28501331|28688901|31009485|31047981|31781319|32822399|35124418,marker/mechanism
mesh:d002471,"Asbestos, Crocidolite",D017638,12001-28-4,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,21543585|24160326|3180061,marker/mechanism
mesh:d002471,"Asbestos, Serpentine",D017632,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,24160326|3180061|9400704,marker/mechanism
mesh:d002471,Ascorbic Acid,D001205,50-81-7,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,21344382,therapeutic
mesh:d002471,Benzene,D001554,71-43-2,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,31154059,marker/mechanism
mesh:d002471,Benzo(a)pyrene,D001564,50-32-8,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,11690565|16456883|18353537|21339737|21882252|22048643|22227536|22410783|23333640|23652152|24084393|24362009|25435355|25628927|27003318|27221058|28533128|31154059|32062438|32717239|32802178|3456598|6302407|6831639,marker/mechanism
mesh:d002471,Berberine,D001599,2086-83-1,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,18951886|28533128,therapeutic
mesh:d002471,beta-Naphthoflavone,D019324,6051-87-2,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,28903497,marker/mechanism
mesh:d002471,bisphenol A,C006780,80-05-7,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,26546977|27366082|27998958|28426875,marker/mechanism
mesh:d002471,Buthionine Sulfoximine,D019328,5072-26-4,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,23396744,marker/mechanism
mesh:d002471,Cacodylic Acid,D002101,75-60-5,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,12115560,marker/mechanism
mesh:d002471,Cadmium,D002104,7440-43-9,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,17332340|19921857|20049202|21984483|22613180|22884995|31082426|31154059|33040242|34373904,marker/mechanism
mesh:d002471,Cadmium Chloride,D019256,10108-64-2,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,22112500|23396744|24782466|26220685|27224422|27510461|30185694|33129824|34520792,marker/mechanism
mesh:d002471,Chlorambucil,D002699,305-03-3,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,16432856,marker/mechanism
mesh:d002471,chromium hexavalent ion,C074702,18540-29-9,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,19556603|19616015|21742780|22666341|23518002|23748240|25448439|25477514|27323401|27344173|28881718|30715550|31504995|35201342,marker/mechanism
mesh:d002471,cinnamaldehyde,C012843,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,8243401,marker/mechanism
mesh:d002471,Cisplatin,D002945,15663-27-1,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,6515665,marker/mechanism
mesh:d002471,Clofibrate,D002994,637-07-0,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,1399818,therapeutic
mesh:d002471,Colforsin,D005576,138605-00-2,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,25194819,therapeutic
mesh:d002471,cyanoginosin LR,C057862,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,29518473|30940545,marker/mechanism
mesh:d002471,Cyclosporine,D016572,59865-13-3,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,12371664,marker/mechanism
mesh:d002471,cypermethrin,C017160,52315-07-8,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,1493583,marker/mechanism
mesh:d002471,Decitabine,D000077209,2353-33-5,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,27655674|30185694,therapeutic
mesh:d002471,diallyl trisulfide,C042577,2050-87-5,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,25927362|29626521,therapeutic
mesh:d002471,Dinoprostone,D015232,363-24-6,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,16192471,marker/mechanism
mesh:d002471,Doxorubicin,D004317,23214-92-8,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,1268859|23964924|26969377,marker/mechanism|therapeutic
mesh:d002471,"Drugs, Chinese Herbal",D004365,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,25856345,therapeutic
mesh:d002471,Ellagic Acid,D004610,476-66-4,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,19329757,therapeutic
mesh:d002471,enzalutamide,C540278,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,25970160,marker/mechanism
mesh:d002471,Estradiol,D004958,50-28-2,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,10728588|16873885|17622325|18566989,marker/mechanism
mesh:d002471,Ethanol,D000431,64-17-5,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,29769550,marker/mechanism
mesh:d002471,Fulvestrant,D000077267,129453-61-8,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,27366082,therapeutic
mesh:d002471,Hemin,D006427,16009-13-5,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,32671443,marker/mechanism
mesh:d002471,Hydrogen Peroxide,D006861,7722-84-1,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,27655674,marker/mechanism
mesh:d002471,hydroquinone,C031927,123-31-9,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,27515134|30506647|33771647|33932074,marker/mechanism
mesh:d002471,Iron,D007501,7439-89-6,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,23100159,marker/mechanism
mesh:d002471,kaempferol,C006552,520-18-3,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,18995957,therapeutic
mesh:d002471,Methapyrilene,D008701,91-80-5,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,11690565|28903497,marker/mechanism
mesh:d002471,Methylcholanthrene,D008748,56-49-5,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,11690565|11808923|16192471|6302407|9703276,marker/mechanism
mesh:d002471,monomethylarsonic acid,C020300,124-58-3,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,12115560,marker/mechanism
mesh:d002471,monomethylarsonous acid,C406082,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,17093206|19014992|19699219|19716837|20045430|21925530|22015448|23891734|25177542|28823542|29966674,marker/mechanism
mesh:d002471,myricetin,C040015,529-44-2,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,18995957,therapeutic
mesh:d002471,"Nanotubes, Carbon",D037742,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,23634900|33652123,marker/mechanism
mesh:d002471,Nickel,D009532,7440-02-0,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,22410783|26780400,marker/mechanism
mesh:d002471,nickel chloride,C022838,7718-54-9,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,23828460|26962057,marker/mechanism
mesh:d002471,nickel sulfate,C029938,7786-81-4,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,21339737|22714537,marker/mechanism
mesh:d002471,Niclosamide,D009534,50-65-7,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,25970160,therapeutic
mesh:d002471,Nicotine,D009538,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,30259641,marker/mechanism
mesh:d002471,ochratoxin A,C025589,303-47-9,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,31276768,marker/mechanism
mesh:d002471,Parathion,D010278,56-38-2,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,17622325,marker/mechanism
mesh:d002471,Particulate Matter,D052638,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,18353537,marker/mechanism
mesh:d002471,perfluorooctane sulfonic acid,C076994,1763-23-1,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,29063134,marker/mechanism
mesh:d002471,Phenobarbital,D010634,50-06-6,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,11690565,marker/mechanism
mesh:d002471,Plant Extracts,D010936,,"Cell Transformation, Neoplastic",MESH:D002471,Cancer|Pathology (process),,18245498,therapeutic
